ticker,timestamp,time_bucket,signal_type,entry,stop,risk,atr,volume_ratio,confidence,outcome,peak_r,actual_r,peak_price,bars_to_peak,time_to_peak_min,bars_to_exit,stopped_out
COIN,2026-01-06 13:38:00,MIDDAY (10:30-15:00),SELL,255.25,255.58,0.33,0.22,4.48,97,REVERSAL,0.73,0.36,255.01,9,9,9,False
COIN,2026-01-06 13:48:00,MIDDAY (10:30-15:00),SELL,255.09,255.35,0.26,0.17,3.68,97,REVERSAL,0.58,0.29,254.94,2,2,2,False
COIN,2026-01-06 14:08:00,MIDDAY (10:30-15:00),BUY,255.42,255.04,0.38,0.25,2.34,80,REVERSAL,1.53,0.76,256.0,2,2,2,False
COIN,2026-01-06 14:21:00,MIDDAY (10:30-15:00),BUY,256.3,255.89,0.41,0.27,14.57,100,REVERSAL,0.61,0.3,256.55,2,2,2,False
COIN,2026-01-06 14:31:00,MIDDAY (10:30-15:00),SELL,253.89,254.9,1.01,0.67,2.55,90,STOP_OUT,0.0,-1.0,253.89,0,0,0,True
COIN,2026-01-06 15:36:00,CLOSE (15:00-16:00),SELL,252.68,253.44,0.76,0.51,2.28,80,REVERSAL,0.57,0.28,252.25,4,4,4,False
COIN,2026-01-07 10:02:00,MORNING (9:45-10:30),SELL,248.71,249.01,0.3,0.2,4.92,90,STOP_OUT,0.0,-1.0,248.71,0,0,0,True
COIN,2026-01-07 10:24:00,MORNING (9:45-10:30),SELL,248.85,249.07,0.22,0.15,4.82,93,REVERSAL,0.68,0.34,248.7,1,1,1,False
COIN,2026-01-07 11:13:00,MIDDAY (10:30-15:00),BUY,249.93,249.74,0.19,0.12,3.14,100,REVERSAL,0.95,0.47,250.11,6,6,6,False
COIN,2026-01-07 11:21:00,MIDDAY (10:30-15:00),BUY,250.11,249.96,0.15,0.1,2.89,90,REVERSAL,1.27,0.63,250.3,0,0,0,False
COIN,2026-01-07 12:01:00,MIDDAY (10:30-15:00),BUY,250.55,250.35,0.2,0.13,52.68,100,REVERSAL,0.65,0.32,250.68,0,0,0,False
COIN,2026-01-07 12:33:00,MIDDAY (10:30-15:00),SELL,250.4,250.53,0.13,0.09,56.85,100,REVERSAL,1.23,0.62,250.24,0,0,0,False
COIN,2026-01-07 13:30:00,MIDDAY (10:30-15:00),BUY,250.85,250.56,0.29,0.2,2.04,75,STOP_OUT,0.14,-1.0,250.89,0,0,0,True
COIN,2026-01-07 13:41:00,MIDDAY (10:30-15:00),BUY,250.93,250.55,0.38,0.26,2.39,70,REVERSAL,0.92,0.46,251.28,2,2,2,False
COIN,2026-01-07 14:03:00,MIDDAY (10:30-15:00),SELL,249.71,250.07,0.36,0.24,7.55,100,REVERSAL,0.58,0.29,249.5,4,4,4,False
COIN,2026-01-07 14:08:00,MIDDAY (10:30-15:00),SELL,249.5,249.86,0.36,0.24,5.27,100,REVERSAL,1.22,0.61,249.06,4,4,4,False
COIN,2026-01-07 14:28:00,MIDDAY (10:30-15:00),SELL,248.46,248.93,0.47,0.32,7.19,95,REVERSAL,0.62,0.31,248.17,0,0,0,False
COIN,2026-01-07 14:30:00,MIDDAY (10:30-15:00),SELL,246.5,247.22,0.72,0.48,107.71,100,STOP_OUT,0.0,-1.0,246.5,0,0,0,True
COIN,2026-01-07 14:31:00,MIDDAY (10:30-15:00),SELL,245.38,246.31,0.93,0.62,3.38,100,REVERSAL,0.95,0.47,244.5,0,0,0,False
COIN,2026-01-07 14:32:00,MIDDAY (10:30-15:00),SELL,245.14,246.23,1.09,0.73,3.0,80,REVERSAL,0.85,0.43,244.21,0,0,0,False
COIN,2026-01-07 15:02:00,CLOSE (15:00-16:00),SELL,244.67,245.81,1.14,0.76,2.88,90,REVERSAL,0.59,0.29,244.0,1,1,1,False
COIN,2026-01-07 15:08:00,CLOSE (15:00-16:00),SELL,243.01,244.23,1.22,0.81,2.03,80,REVERSAL,0.79,0.39,242.05,8,8,8,False
COIN,2026-01-08 10:01:00,MORNING (9:45-10:30),SELL,242.58,242.78,0.2,0.14,5.71,100,STOP_OUT,0.35,-1.0,242.51,1,1,1,True
COIN,2026-01-08 10:46:00,MIDDAY (10:30-15:00),SELL,242.75,242.9,0.15,0.1,18.72,97,REVERSAL,1.07,0.53,242.59,1,1,1,False
COIN,2026-01-08 11:01:00,MIDDAY (10:30-15:00),BUY,248.3,247.45,0.85,0.57,42.07,100,REVERSAL,4.35,2.18,252.0,0,0,0,False
COIN,2026-01-08 11:26:00,MIDDAY (10:30-15:00),BUY,249.19,248.66,0.53,0.35,6.53,97,REVERSAL,0.72,0.36,249.57,0,0,0,False
COIN,2026-01-08 12:00:00,MIDDAY (10:30-15:00),SELL,248.25,248.62,0.37,0.25,4.6,100,REVERSAL,0.62,0.31,248.02,2,2,2,False
COIN,2026-01-08 12:03:00,MIDDAY (10:30-15:00),SELL,248.05,248.41,0.36,0.24,3.85,95,REVERSAL,0.58,0.29,247.84,2,2,2,False
COIN,2026-01-08 12:51:00,MIDDAY (10:30-15:00),BUY,247.55,247.31,0.24,0.16,2.57,80,STOP_OUT,0.29,-1.0,247.62,0,0,0,True
COIN,2026-01-08 13:18:00,MIDDAY (10:30-15:00),BUY,247.47,247.06,0.41,0.27,6.06,100,REVERSAL,0.56,0.28,247.7,1,1,1,False
COIN,2026-01-08 13:21:00,MIDDAY (10:30-15:00),SELL,246.8,247.28,0.48,0.32,4.41,97,STOP_OUT,0.0,-1.0,246.8,0,0,0,True
COIN,2026-01-08 13:36:00,MIDDAY (10:30-15:00),SELL,246.31,246.93,0.62,0.41,4.1,95,REVERSAL,0.74,0.37,245.85,1,1,1,False
COIN,2026-01-08 13:38:00,MIDDAY (10:30-15:00),SELL,246.06,246.69,0.63,0.42,7.23,95,STOP_OUT,0.45,-1.0,245.78,2,2,2,True
COIN,2026-01-08 14:16:00,MIDDAY (10:30-15:00),SELL,245.45,246.11,0.66,0.44,4.02,95,REVERSAL,0.86,0.43,244.88,3,3,3,False
COIN,2026-01-08 14:20:00,MIDDAY (10:30-15:00),SELL,245.06,245.67,0.61,0.41,3.34,97,REVERSAL,0.51,0.25,244.75,0,0,0,False
COIN,2026-01-08 14:26:00,MIDDAY (10:30-15:00),SELL,244.52,245.29,0.77,0.52,2.75,85,REVERSAL,0.65,0.32,244.02,1,1,1,False
COIN,2026-01-08 14:30:00,MIDDAY (10:30-15:00),SELL,243.35,244.42,1.07,0.71,47.4,95,REVERSAL,1.03,0.51,242.25,0,0,0,False
COIN,2026-01-08 14:35:00,MIDDAY (10:30-15:00),BUY,245.86,244.29,1.57,1.05,2.1,73,REVERSAL,0.9,0.45,247.27,0,0,0,False
COIN,2026-01-08 15:32:00,CLOSE (15:00-16:00),BUY,249.99,248.99,1.0,0.66,2.79,90,STOP_OUT,0.14,-1.0,250.13,0,0,0,True
COIN,2026-01-08 15:45:00,CLOSE (15:00-16:00),SELL,247.85,248.8,0.95,0.64,2.62,85,REVERSAL,0.63,0.32,247.25,0,0,0,False
COIN,2026-01-09 10:12:00,MORNING (9:45-10:30),BUY,246.09,245.88,0.21,0.14,8.94,100,STOP_OUT,0.0,-1.0,246.09,0,0,0,True
COIN,2026-01-09 10:26:00,MORNING (9:45-10:30),BUY,246.2,245.93,0.27,0.18,4.09,97,REVERSAL,0.89,0.44,246.44,24,24,24,False
COIN,2026-01-09 10:54:00,MIDDAY (10:30-15:00),BUY,246.31,246.18,0.13,0.09,2.98,87,STOP_OUT,0.0,-1.0,246.31,0,0,0,True
COIN,2026-01-09 11:03:00,MIDDAY (10:30-15:00),BUY,246.43,246.3,0.13,0.09,2.44,80,STOP_OUT,0.38,-1.0,246.48,0,0,0,True
COIN,2026-01-09 11:19:00,MIDDAY (10:30-15:00),BUY,246.61,246.42,0.19,0.13,2.25,80,REVERSAL,0.63,0.32,246.73,2,2,2,False
COIN,2026-01-09 11:22:00,MIDDAY (10:30-15:00),BUY,246.73,246.55,0.18,0.12,6.67,100,REVERSAL,0.56,0.28,246.83,3,3,3,False
COIN,2026-01-09 11:26:00,MIDDAY (10:30-15:00),BUY,246.76,246.57,0.19,0.12,11.32,93,REVERSAL,0.74,0.37,246.9,1,1,1,False
COIN,2026-01-09 11:48:00,MIDDAY (10:30-15:00),SELL,246.6,246.9,0.3,0.2,3.6,93,STOP_OUT,0.0,-1.0,246.6,0,0,0,True
COIN,2026-01-09 12:00:00,MIDDAY (10:30-15:00),SELL,246.3,246.61,0.31,0.2,5.76,97,STOP_OUT,0.0,-1.0,246.3,0,0,0,True
COIN,2026-01-09 12:06:00,MIDDAY (10:30-15:00),BUY,246.85,246.59,0.26,0.17,29.03,100,STOP_OUT,0.08,-1.0,246.87,1,1,1,True
COIN,2026-01-09 12:16:00,MIDDAY (10:30-15:00),SELL,246.1,246.34,0.24,0.16,4.59,97,STOP_OUT,0.38,-1.0,246.01,3,3,3,True
COIN,2026-01-09 12:33:00,MIDDAY (10:30-15:00),BUY,246.43,246.26,0.17,0.11,6.13,100,STOP_OUT,0.0,-1.0,246.43,0,0,0,True
COIN,2026-01-09 12:48:00,MIDDAY (10:30-15:00),BUY,246.53,246.37,0.16,0.11,2.33,80,REVERSAL,0.56,0.28,246.62,1,1,2,False
COIN,2026-01-09 13:00:00,MIDDAY (10:30-15:00),SELL,244.55,245.02,0.47,0.31,241.21,90,STOP_OUT,0.0,-1.0,244.55,0,0,0,True
COIN,2026-01-09 13:31:00,MIDDAY (10:30-15:00),SELL,246.37,247.04,0.67,0.45,2.53,83,STOP_OUT,0.0,-1.0,246.37,0,0,0,True
COIN,2026-01-09 14:11:00,MIDDAY (10:30-15:00),SELL,246.66,247.24,0.57,0.38,6.97,90,STOP_OUT,0.34,-1.0,246.46,0,0,0,True
COIN,2026-01-09 14:27:00,MIDDAY (10:30-15:00),SELL,246.27,246.95,0.68,0.45,3.01,100,REVERSAL,0.68,0.34,245.81,0,0,0,False
COIN,2026-01-09 14:28:00,MIDDAY (10:30-15:00),SELL,245.81,246.55,0.74,0.49,3.57,93,STOP_OUT,0.0,-1.0,245.81,0,0,0,True
COIN,2026-01-09 14:31:00,MIDDAY (10:30-15:00),SELL,244.74,245.76,1.02,0.68,6.54,97,REVERSAL,1.41,0.71,243.3,0,0,0,False
COIN,2026-01-09 14:34:00,MIDDAY (10:30-15:00),SELL,241.86,243.2,1.34,0.9,2.19,80,REVERSAL,0.62,0.31,241.03,0,0,0,False
COIN,2026-01-09 15:28:00,CLOSE (15:00-16:00),BUY,240.56,239.67,0.9,0.6,3.19,100,REVERSAL,0.92,0.46,241.38,1,1,1,False
COIN,2026-01-09 15:29:00,CLOSE (15:00-16:00),BUY,240.7,239.83,0.87,0.58,2.21,70,REVERSAL,0.78,0.39,241.38,0,0,0,False
COIN,2026-01-12 09:44:00,OPEN (9:30-9:45),SELL,239.4,239.75,0.35,0.24,6.43,100,STOP_OUT,0.0,-1.0,239.4,0,0,0,True
COIN,2026-01-12 10:34:00,MIDDAY (10:30-15:00),BUY,239.72,239.48,0.24,0.16,2.7,90,STOP_OUT,0.08,-1.0,239.74,1,1,1,True
COIN,2026-01-12 11:20:00,MIDDAY (10:30-15:00),BUY,239.69,239.52,0.17,0.12,12.73,100,REVERSAL,1.18,0.59,239.89,3,3,3,False
COIN,2026-01-12 11:24:00,MIDDAY (10:30-15:00),BUY,239.89,239.71,0.18,0.12,3.28,100,REVERSAL,0.56,0.28,239.99,0,0,0,False
COIN,2026-01-12 11:26:00,MIDDAY (10:30-15:00),BUY,240.0,239.84,0.16,0.11,5.87,95,STOP_OUT,0.38,-1.0,240.06,0,0,0,True
COIN,2026-01-12 12:52:00,MIDDAY (10:30-15:00),BUY,240.16,240.05,0.11,0.07,5.43,93,REVERSAL,0.55,0.27,240.22,0,0,0,False
COIN,2026-01-12 12:53:00,MIDDAY (10:30-15:00),BUY,240.22,240.11,0.11,0.07,10.81,100,REVERSAL,1.0,0.5,240.33,0,0,0,False
COIN,2026-01-12 12:54:00,MIDDAY (10:30-15:00),BUY,240.33,240.22,0.11,0.07,2.01,80,STOP_OUT,0.18,-1.0,240.35,0,0,0,True
COIN,2026-01-12 13:31:00,MIDDAY (10:30-15:00),SELL,239.54,239.99,0.45,0.3,6.12,100,STOP_OUT,0.0,-1.0,239.54,0,0,0,True
COIN,2026-01-12 14:16:00,MIDDAY (10:30-15:00),SELL,239.1,239.53,0.43,0.29,2.41,70,REVERSAL,0.7,0.35,238.8,5,5,5,False
COIN,2026-01-12 14:27:00,MIDDAY (10:30-15:00),BUY,239.78,238.92,0.86,0.57,4.22,90,STOP_OUT,0.0,-1.0,239.78,0,0,0,True
COIN,2026-01-12 14:33:00,MIDDAY (10:30-15:00),BUY,241.59,239.83,1.76,1.18,2.31,80,REVERSAL,0.52,0.26,242.5,0,0,0,False
COIN,2026-01-12 15:25:00,CLOSE (15:00-16:00),BUY,244.17,243.37,0.8,0.53,2.16,75,STOP_OUT,0.25,-1.0,244.37,0,0,0,True
COIN,2026-01-13 09:57:00,MORNING (9:45-10:30),SELL,244.7,244.91,0.21,0.14,9.24,100,STOP_OUT,0.0,-1.0,244.7,0,0,0,True
COIN,2026-01-13 10:05:00,MORNING (9:45-10:30),SELL,244.49,244.75,0.26,0.17,4.05,100,REVERSAL,1.54,0.77,244.09,5,5,5,False
COIN,2026-01-13 10:13:00,MORNING (9:45-10:30),SELL,244.38,244.66,0.28,0.19,2.51,90,REVERSAL,1.04,0.52,244.09,0,0,0,False
COIN,2026-01-13 10:14:00,MORNING (9:45-10:30),SELL,244.34,244.67,0.33,0.22,4.83,90,REVERSAL,0.67,0.33,244.12,51,51,51,False
COIN,2026-01-13 11:07:00,MIDDAY (10:30-15:00),BUY,244.62,244.44,0.18,0.12,2.29,80,STOP_OUT,0.0,-1.0,244.62,0,0,0,True
COIN,2026-01-13 11:48:00,MIDDAY (10:30-15:00),BUY,244.03,243.88,0.15,0.1,3.66,90,REVERSAL,1.0,0.5,244.18,6,6,6,False
COIN,2026-01-13 12:13:00,MIDDAY (10:30-15:00),SELL,243.82,244.01,0.19,0.12,3.51,93,STOP_OUT,0.37,-1.0,243.75,0,0,0,True
COIN,2026-01-13 12:33:00,MIDDAY (10:30-15:00),BUY,244.3,244.14,0.16,0.1,6.13,100,STOP_OUT,0.0,-1.0,244.3,0,0,0,True
COIN,2026-01-13 13:30:00,MIDDAY (10:30-15:00),BUY,246.24,245.73,0.51,0.34,12.84,100,REVERSAL,0.75,0.37,246.62,0,0,0,False
COIN,2026-01-13 13:31:00,MIDDAY (10:30-15:00),BUY,246.5,245.95,0.55,0.37,2.03,70,REVERSAL,0.85,0.43,246.97,0,0,0,False
COIN,2026-01-13 14:30:00,MIDDAY (10:30-15:00),BUY,247.16,246.33,0.83,0.55,89.74,100,REVERSAL,0.59,0.3,247.65,1,1,1,False
COIN,2026-01-13 14:33:00,MIDDAY (10:30-15:00),BUY,249.96,248.71,1.25,0.83,3.86,100,REVERSAL,1.13,0.57,251.38,0,0,0,False
COIN,2026-01-13 15:18:00,CLOSE (15:00-16:00),SELL,244.94,245.98,1.04,0.69,3.61,97,STOP_OUT,0.0,-1.0,244.94,0,0,0,True
COIN,2026-01-13 15:33:00,CLOSE (15:00-16:00),BUY,247.08,246.15,0.93,0.62,3.07,100,REVERSAL,0.59,0.3,247.63,0,0,0,False
COIN,2026-01-13 15:41:00,CLOSE (15:00-16:00),BUY,250.1,248.98,1.12,0.75,2.27,77,STOP_OUT,0.13,-1.0,250.25,0,0,0,True
COIN,2026-01-13 15:55:00,CLOSE (15:00-16:00),BUY,250.18,249.13,1.04,0.69,2.02,80,REVERSAL,0.87,0.43,251.09,2,2,2,False
COIN,2026-01-13 15:58:00,CLOSE (15:00-16:00),BUY,250.97,250.01,0.96,0.64,3.22,100,EOD_EXIT,4.71,4.71,255.49,1,1,119,False
COIN,2026-01-14 10:02:00,MORNING (9:45-10:30),BUY,255.13,254.99,0.14,0.09,2.03,80,REVERSAL,1.14,0.57,255.29,6,6,6,False
COIN,2026-01-14 10:20:00,MORNING (9:45-10:30),SELL,254.4,254.59,0.19,0.12,4.12,100,STOP_OUT,0.0,-1.0,254.4,0,0,0,True
COIN,2026-01-14 10:23:00,MORNING (9:45-10:30),SELL,254.0,254.29,0.29,0.19,4.41,93,STOP_OUT,0.0,-1.0,254.0,0,0,0,True
COIN,2026-01-14 10:37:00,MIDDAY (10:30-15:00),SELL,253.8,254.14,0.34,0.23,14.67,97,STOP_OUT,0.15,-1.0,253.75,0,0,0,True
COIN,2026-01-14 11:27:00,MIDDAY (10:30-15:00),BUY,254.08,253.82,0.26,0.18,2.21,80,REVERSAL,0.54,0.27,254.22,2,2,3,False
COIN,2026-01-14 12:23:00,MIDDAY (10:30-15:00),BUY,255.66,255.38,0.28,0.19,2.28,75,REVERSAL,1.14,0.57,255.98,4,4,4,False
COIN,2026-01-14 12:57:00,MIDDAY (10:30-15:00),BUY,255.77,255.6,0.17,0.11,3.67,95,STOP_OUT,0.0,-1.0,255.77,0,0,0,True
COIN,2026-01-14 13:00:00,MIDDAY (10:30-15:00),SELL,254.4,254.87,0.47,0.31,171.84,93,STOP_OUT,0.0,-1.0,254.4,0,0,0,True
COIN,2026-01-14 13:23:00,MIDDAY (10:30-15:00),BUY,256.0,255.43,0.57,0.38,3.53,90,REVERSAL,0.56,0.28,256.32,0,0,0,False
COIN,2026-01-14 13:34:00,MIDDAY (10:30-15:00),SELL,255.3,255.92,0.62,0.41,2.09,77,STOP_OUT,0.39,-1.0,255.06,0,0,0,True
COIN,2026-01-14 14:11:00,MIDDAY (10:30-15:00),BUY,256.52,256.03,0.49,0.33,3.54,97,STOP_OUT,0.04,-1.0,256.54,0,0,0,True
COIN,2026-01-14 14:27:00,MIDDAY (10:30-15:00),BUY,257.0,256.3,0.7,0.46,3.08,93,STOP_OUT,0.0,-1.0,257.0,0,0,0,True
COIN,2026-01-14 14:49:00,MIDDAY (10:30-15:00),BUY,260.55,258.34,2.21,1.48,2.79,85,REVERSAL,0.56,0.28,261.79,2,2,2,False
COIN,2026-01-15 10:02:00,MORNING (9:45-10:30),SELL,252.69,253.02,0.33,0.22,16.67,95,REVERSAL,1.27,0.64,252.27,2,2,2,False
COIN,2026-01-15 10:22:00,MORNING (9:45-10:30),BUY,252.59,252.32,0.27,0.18,4.52,100,REVERSAL,0.56,0.28,252.74,7,7,7,False
COIN,2026-01-15 10:45:00,MIDDAY (10:30-15:00),SELL,252.37,252.59,0.22,0.15,8.46,100,STOP_OUT,0.0,-1.0,252.37,0,0,0,True
COIN,2026-01-15 11:06:00,MIDDAY (10:30-15:00),SELL,252.23,252.37,0.14,0.09,2.25,80,STOP_OUT,0.5,-1.0,252.16,5,5,5,True
COIN,2026-01-15 11:50:00,MIDDAY (10:30-15:00),BUY,252.47,252.31,0.16,0.1,2.48,80,STOP_OUT,0.19,-1.0,252.5,0,0,0,True
COIN,2026-01-15 12:15:00,MIDDAY (10:30-15:00),BUY,252.14,251.96,0.18,0.12,3.81,100,STOP_OUT,0.33,-1.0,252.2,4,4,4,True
COIN,2026-01-15 12:34:00,MIDDAY (10:30-15:00),SELL,251.81,251.95,0.14,0.09,5.25,95,REVERSAL,0.86,0.43,251.69,0,0,0,False
COIN,2026-01-15 12:35:00,MIDDAY (10:30-15:00),SELL,251.69,251.84,0.15,0.1,2.66,90,REVERSAL,1.67,0.83,251.44,0,0,0,False
COIN,2026-01-15 12:36:00,MIDDAY (10:30-15:00),SELL,251.49,251.65,0.16,0.11,2.55,90,REVERSAL,1.19,0.59,251.3,0,0,0,False
COIN,2026-01-15 12:51:00,MIDDAY (10:30-15:00),BUY,252.05,251.85,0.2,0.13,2.6,90,REVERSAL,0.75,0.37,252.2,2,2,2,False
COIN,2026-01-15 12:55:00,MIDDAY (10:30-15:00),BUY,252.42,252.18,0.24,0.16,7.55,95,STOP_OUT,0.33,-1.0,252.5,3,3,3,True
COIN,2026-01-15 13:20:00,MIDDAY (10:30-15:00),BUY,253.05,252.59,0.46,0.3,2.1,77,STOP_OUT,0.17,-1.0,253.13,1,1,1,True
COIN,2026-01-15 14:20:00,MIDDAY (10:30-15:00),SELL,252.36,252.83,0.47,0.31,6.58,100,STOP_OUT,0.19,-1.0,252.27,0,0,0,True
COIN,2026-01-15 14:27:00,MIDDAY (10:30-15:00),SELL,251.63,252.31,0.68,0.45,2.28,70,REVERSAL,2.21,1.1,250.13,0,0,0,False
COIN,2026-01-15 14:28:00,MIDDAY (10:30-15:00),SELL,250.37,251.18,0.81,0.54,6.98,100,REVERSAL,1.07,0.54,249.5,1,1,1,False
COIN,2026-01-15 15:25:00,CLOSE (15:00-16:00),SELL,245.73,246.55,0.82,0.55,2.27,80,REVERSAL,0.72,0.36,245.14,3,3,3,False
COIN,2026-01-15 15:46:00,CLOSE (15:00-16:00),SELL,243.92,244.83,0.91,0.61,2.4,80,STOP_OUT,0.31,-1.0,243.64,2,2,2,True
COIN,2026-01-16 10:07:00,MORNING (9:45-10:30),SELL,241.8,241.97,0.17,0.12,2.31,80,REVERSAL,1.0,0.5,241.63,0,0,0,False
COIN,2026-01-16 10:26:00,MORNING (9:45-10:30),SELL,241.71,241.88,0.17,0.11,4.22,100,REVERSAL,0.65,0.32,241.6,3,3,3,False
COIN,2026-01-16 10:30:00,MIDDAY (10:30-15:00),SELL,241.65,241.79,0.14,0.1,2.24,80,REVERSAL,0.79,0.39,241.54,2,2,2,False
COIN,2026-01-16 10:36:00,MIDDAY (10:30-15:00),SELL,241.42,241.56,0.14,0.09,2.93,90,REVERSAL,1.21,0.61,241.25,6,6,6,False
COIN,2026-01-16 11:04:00,MIDDAY (10:30-15:00),SELL,240.8,240.97,0.17,0.11,4.03,100,STOP_OUT,0.0,-1.0,240.8,0,0,0,True
COIN,2026-01-16 11:19:00,MIDDAY (10:30-15:00),BUY,241.02,240.87,0.15,0.1,6.12,90,REVERSAL,1.53,0.77,241.25,1,1,2,False
COIN,2026-01-16 11:34:00,MIDDAY (10:30-15:00),BUY,241.35,241.15,0.2,0.13,16.2,100,REVERSAL,0.75,0.38,241.5,0,0,0,False
COIN,2026-01-16 12:00:00,MIDDAY (10:30-15:00),SELL,241.05,241.26,0.21,0.14,35.58,90,REVERSAL,0.67,0.33,240.91,0,0,0,False
COIN,2026-01-16 13:39:00,MIDDAY (10:30-15:00),SELL,240.77,241.17,0.4,0.27,3.8,90,REVERSAL,0.68,0.34,240.5,1,1,1,False
COIN,2026-01-16 14:00:00,MIDDAY (10:30-15:00),BUY,241.77,241.43,0.34,0.23,5.5,100,REVERSAL,0.68,0.34,242.0,3,3,3,False
COIN,2026-01-16 14:04:00,MIDDAY (10:30-15:00),BUY,241.97,241.66,0.31,0.21,2.37,80,STOP_OUT,0.1,-1.0,242.0,0,0,0,True
COIN,2026-01-16 14:15:00,MIDDAY (10:30-15:00),SELL,241.32,241.61,0.29,0.19,13.32,100,STOP_OUT,0.0,-1.0,241.32,0,0,0,True
COIN,2026-01-16 14:28:00,MIDDAY (10:30-15:00),SELL,239.75,240.52,0.77,0.51,11.26,93,REVERSAL,0.95,0.47,239.02,0,0,0,False
COIN,2026-01-16 14:30:00,MIDDAY (10:30-15:00),SELL,237.41,238.48,1.07,0.71,89.7,100,REVERSAL,0.82,0.41,236.53,0,0,0,False
COIN,2026-01-16 15:36:00,CLOSE (15:00-16:00),SELL,238.51,239.5,0.99,0.66,3.68,100,REVERSAL,0.73,0.36,237.79,3,3,3,False
COIN,2026-01-20 09:59:00,MORNING (9:45-10:30),BUY,229.87,229.4,0.47,0.32,5.58,100,REVERSAL,0.7,0.35,230.2,13,13,13,False
COIN,2026-01-20 10:13:00,MORNING (9:45-10:30),BUY,230.06,229.69,0.37,0.24,11.08,97,REVERSAL,0.84,0.42,230.37,0,0,0,False
COIN,2026-01-20 10:27:00,MORNING (9:45-10:30),BUY,230.7,230.41,0.29,0.19,5.25,100,REVERSAL,0.83,0.41,230.94,2,2,2,False
COIN,2026-01-20 11:02:00,MIDDAY (10:30-15:00),BUY,230.79,230.59,0.2,0.13,3.98,90,STOP_OUT,0.2,-1.0,230.83,2,2,2,True
COIN,2026-01-20 11:13:00,MIDDAY (10:30-15:00),SELL,230.53,230.73,0.2,0.13,2.02,73,STOP_OUT,0.15,-1.0,230.5,6,6,6,True
COIN,2026-01-20 12:44:00,MIDDAY (10:30-15:00),BUY,231.95,231.73,0.22,0.15,2.5,80,REVERSAL,0.91,0.45,232.15,0,0,0,False
COIN,2026-01-20 14:17:00,MIDDAY (10:30-15:00),SELL,230.6,231.21,0.61,0.4,3.7,97,REVERSAL,0.57,0.29,230.25,5,5,5,False
COIN,2026-01-20 14:28:00,MIDDAY (10:30-15:00),BUY,233.01,232.13,0.88,0.59,3.62,100,REVERSAL,1.3,0.65,234.15,1,1,1,False
COIN,2026-01-20 14:30:00,MIDDAY (10:30-15:00),BUY,233.44,232.4,1.04,0.69,43.69,93,STOP_OUT,0.0,-1.0,233.44,0,0,0,True
COIN,2026-01-20 14:54:00,MIDDAY (10:30-15:00),SELL,230.09,231.64,1.55,1.04,2.16,75,REVERSAL,0.61,0.3,229.15,6,6,6,False
COIN,2026-01-20 14:55:00,MIDDAY (10:30-15:00),SELL,229.9,231.36,1.46,0.98,3.06,90,REVERSAL,0.51,0.26,229.15,5,5,5,False
COIN,2026-01-21 09:56:00,MORNING (9:45-10:30),SELL,227.86,228.01,0.15,0.1,2.11,80,REVERSAL,2.53,1.27,227.48,1,1,1,False
COIN,2026-01-21 09:58:00,MORNING (9:45-10:30),SELL,227.48,227.64,0.16,0.11,7.49,100,STOP_OUT,0.0,-1.0,227.48,0,0,0,True
COIN,2026-01-21 10:38:00,MIDDAY (10:30-15:00),BUY,228.55,228.4,0.15,0.1,4.78,100,REVERSAL,0.73,0.37,228.66,7,7,7,False
COIN,2026-01-21 10:47:00,MIDDAY (10:30-15:00),BUY,228.61,228.46,0.15,0.1,13.33,93,STOP_OUT,0.0,-1.0,228.61,0,0,0,True
COIN,2026-01-21 10:54:00,MIDDAY (10:30-15:00),SELL,228.37,228.54,0.17,0.11,4.48,100,REVERSAL,0.71,0.35,228.25,1,1,1,False
COIN,2026-01-21 11:22:00,MIDDAY (10:30-15:00),BUY,228.63,228.45,0.18,0.12,17.97,100,STOP_OUT,0.0,-1.0,228.63,0,0,0,True
COIN,2026-01-21 11:49:00,MIDDAY (10:30-15:00),SELL,227.84,228.1,0.26,0.17,3.3,100,REVERSAL,1.19,0.6,227.53,2,2,2,False
COIN,2026-01-21 11:52:00,MIDDAY (10:30-15:00),SELL,227.53,227.78,0.25,0.16,3.81,100,REVERSAL,0.84,0.42,227.32,0,0,0,False
COIN,2026-01-21 11:57:00,MIDDAY (10:30-15:00),SELL,227.1,227.37,0.27,0.18,2.51,80,STOP_OUT,0.37,-1.0,227.0,0,0,0,True
COIN,2026-01-21 12:46:00,MIDDAY (10:30-15:00),SELL,226.59,226.79,0.2,0.14,7.08,90,STOP_OUT,0.4,-1.0,226.51,1,1,1,True
COIN,2026-01-21 12:50:00,MIDDAY (10:30-15:00),BUY,227.0,226.81,0.19,0.13,3.39,100,STOP_OUT,0.05,-1.0,227.01,1,1,1,True
COIN,2026-01-21 13:53:00,MIDDAY (10:30-15:00),BUY,227.5,227.09,0.41,0.28,5.1,100,REVERSAL,0.9,0.45,227.87,1,1,1,False
COIN,2026-01-21 13:56:00,MIDDAY (10:30-15:00),BUY,227.9,227.51,0.39,0.26,3.8,90,STOP_OUT,0.0,-1.0,227.9,0,0,0,True
COIN,2026-01-21 14:11:00,MIDDAY (10:30-15:00),BUY,229.01,227.96,1.05,0.7,2.67,90,REVERSAL,0.54,0.27,229.58,2,2,2,False
