ticker,timestamp,time_bucket,signal_type,entry,stop,risk,atr,volume_ratio,confidence,outcome,peak_r,actual_r,peak_price,bars_to_peak,time_to_peak_min,bars_to_exit,stopped_out
QQQ,2025-12-23 13:40:00,MIDDAY (10:30-15:00),BUY,617.54,617.13,0.41,0.27,2.36,90,REVERSAL,0.66,0.33,617.81,0,0,0,False
QQQ,2025-12-23 14:12:00,MIDDAY (10:30-15:00),BUY,617.76,617.41,0.35,0.23,2.29,90,REVERSAL,0.94,0.47,618.09,10,10,10,False
QQQ,2025-12-23 14:28:00,MIDDAY (10:30-15:00),BUY,618.18,617.95,0.23,0.15,4.6,100,REVERSAL,8.01,4.0,620.02,1,1,1,False
QQQ,2025-12-23 14:30:00,MIDDAY (10:30-15:00),BUY,620.0,619.58,0.42,0.28,44.57,100,REVERSAL,0.98,0.49,620.41,0,0,0,False
QQQ,2025-12-23 14:31:00,MIDDAY (10:30-15:00),BUY,620.28,619.81,0.47,0.31,3.38,100,STOP_OUT,0.0,-1.0,620.28,0,0,0,True
QQQ,2025-12-23 15:46:00,CLOSE (15:00-16:00),BUY,619.8,619.52,0.29,0.19,2.39,90,REVERSAL,0.57,0.29,619.96,0,0,0,False
QQQ,2025-12-24 10:00:00,MORNING (9:45-10:30),SELL,622.03,622.07,0.04,0.03,2.93,90,REVERSAL,1.0,0.5,621.99,1,1,1,False
QQQ,2025-12-24 10:04:00,MORNING (9:45-10:30),SELL,621.81,621.86,0.05,0.04,6.05,100,STOP_OUT,0.0,-1.0,621.81,0,0,0,True
QQQ,2025-12-24 11:38:00,MIDDAY (10:30-15:00),SELL,621.8,621.88,0.08,0.05,2.86,87,STOP_OUT,0.0,-1.0,621.8,0,0,0,True
QQQ,2025-12-24 12:13:00,MIDDAY (10:30-15:00),BUY,622.18,622.11,0.07,0.05,2.16,80,REVERSAL,0.57,0.29,622.22,1,1,1,False
QQQ,2025-12-24 12:17:00,MIDDAY (10:30-15:00),BUY,622.32,622.25,0.07,0.05,2.17,80,REVERSAL,1.43,0.71,622.42,1,1,1,False
QQQ,2025-12-24 12:18:00,MIDDAY (10:30-15:00),BUY,622.33,622.26,0.07,0.05,2.29,73,REVERSAL,1.29,0.64,622.42,0,0,0,False
QQQ,2025-12-24 12:20:00,MIDDAY (10:30-15:00),BUY,622.5,622.41,0.09,0.06,2.92,90,STOP_OUT,0.0,-1.0,622.5,0,0,0,True
QQQ,2025-12-24 12:56:00,MIDDAY (10:30-15:00),BUY,622.5,622.45,0.05,0.03,4.34,100,STOP_OUT,0.0,-1.0,622.5,0,0,0,True
QQQ,2025-12-24 13:30:00,MIDDAY (10:30-15:00),BUY,622.63,622.49,0.14,0.09,6.45,100,STOP_OUT,0.0,-1.0,622.63,0,0,0,True
QQQ,2025-12-24 13:52:00,MIDDAY (10:30-15:00),BUY,622.78,622.6,0.18,0.12,2.47,80,REVERSAL,0.5,0.25,622.87,0,0,0,False
QQQ,2025-12-24 14:04:00,MIDDAY (10:30-15:00),SELL,622.49,622.61,0.12,0.08,2.56,80,REVERSAL,1.0,0.5,622.37,1,1,1,False
QQQ,2025-12-24 14:22:00,MIDDAY (10:30-15:00),SELL,622.38,622.49,0.11,0.07,3.0,80,REVERSAL,1.18,0.59,622.25,2,2,2,False
QQQ,2025-12-24 14:25:00,MIDDAY (10:30-15:00),SELL,622.26,622.38,0.12,0.08,2.34,80,STOP_OUT,0.17,-1.0,622.24,0,0,0,True
QQQ,2025-12-24 14:28:00,MIDDAY (10:30-15:00),SELL,622.09,622.25,0.16,0.11,2.99,85,REVERSAL,0.81,0.41,621.96,0,0,0,False
QQQ,2025-12-24 15:10:00,CLOSE (15:00-16:00),BUY,622.73,622.47,0.26,0.17,2.13,73,REVERSAL,0.58,0.29,622.88,2,2,2,False
QQQ,2025-12-26 09:56:00,MORNING (9:45-10:30),BUY,624.04,623.98,0.06,0.04,12.46,95,REVERSAL,5.83,2.92,624.39,4,4,4,False
QQQ,2025-12-26 10:00:00,MORNING (9:45-10:30),BUY,624.2,624.13,0.07,0.05,2.2,80,REVERSAL,2.71,1.36,624.39,0,0,0,False
QQQ,2025-12-26 10:01:00,MORNING (9:45-10:30),BUY,624.37,624.27,0.1,0.06,5.79,100,REVERSAL,1.8,0.9,624.55,0,0,0,False
QQQ,2025-12-26 10:48:00,MIDDAY (10:30-15:00),SELL,624.34,624.39,0.05,0.04,2.19,80,STOP_OUT,0.4,-1.0,624.32,2,2,2,True
QQQ,2025-12-26 11:46:00,MIDDAY (10:30-15:00),SELL,623.97,624.06,0.09,0.06,3.29,100,REVERSAL,0.56,0.28,623.92,0,0,0,False
QQQ,2025-12-26 12:00:00,MIDDAY (10:30-15:00),BUY,624.21,624.09,0.12,0.08,8.46,100,STOP_OUT,0.0,-1.0,624.21,0,0,0,True
QQQ,2025-12-26 12:25:00,MIDDAY (10:30-15:00),BUY,624.29,624.2,0.09,0.06,2.86,83,REVERSAL,0.67,0.33,624.35,0,0,0,False
QQQ,2025-12-26 12:35:00,MIDDAY (10:30-15:00),BUY,624.4,624.33,0.07,0.05,2.11,75,REVERSAL,2.29,1.14,624.56,1,1,1,False
QQQ,2025-12-26 12:37:00,MIDDAY (10:30-15:00),BUY,624.48,624.4,0.08,0.05,2.67,83,REVERSAL,1.12,0.56,624.57,1,1,1,False
QQQ,2025-12-26 12:55:00,MIDDAY (10:30-15:00),SELL,624.46,624.53,0.07,0.05,2.34,80,REVERSAL,1.29,0.64,624.37,0,0,0,False
QQQ,2025-12-26 13:34:00,MIDDAY (10:30-15:00),BUY,624.84,624.63,0.21,0.14,6.42,95,REVERSAL,0.95,0.48,625.04,3,3,3,False
QQQ,2025-12-26 14:30:00,MIDDAY (10:30-15:00),SELL,624.1,624.34,0.24,0.16,41.72,97,STOP_OUT,0.0,-1.0,624.1,0,0,0,True
QQQ,2025-12-26 14:35:00,MIDDAY (10:30-15:00),BUY,625.17,624.69,0.48,0.32,2.18,80,STOP_OUT,0.42,-1.0,625.37,0,0,0,True
QQQ,2025-12-26 14:36:00,MIDDAY (10:30-15:00),BUY,625.3,624.79,0.51,0.34,2.18,70,STOP_OUT,0.0,-1.0,625.3,0,0,0,True
QQQ,2025-12-26 15:01:00,CLOSE (15:00-16:00),SELL,623.53,624.1,0.57,0.38,2.01,80,REVERSAL,0.6,0.3,623.19,10,10,10,False
QQQ,2025-12-29 09:45:00,MORNING (9:45-10:30),SELL,620.88,621.02,0.14,0.1,2.04,80,REVERSAL,0.93,0.46,620.75,2,2,2,False
QQQ,2025-12-29 09:48:00,MORNING (9:45-10:30),SELL,620.81,620.95,0.14,0.09,3.26,90,STOP_OUT,0.14,-1.0,620.79,0,0,0,True
QQQ,2025-12-29 10:16:00,MORNING (9:45-10:30),BUY,621.57,621.44,0.13,0.09,3.6,90,STOP_OUT,0.0,-1.0,621.57,0,0,0,True
QQQ,2025-12-29 10:55:00,MIDDAY (10:30-15:00),SELL,621.01,621.11,0.1,0.07,3.4,100,STOP_OUT,0.0,-1.0,621.01,0,0,0,True
QQQ,2025-12-29 11:16:00,MIDDAY (10:30-15:00),SELL,620.9,621.03,0.13,0.09,3.49,95,REVERSAL,0.77,0.38,620.8,2,2,2,False
QQQ,2025-12-29 11:17:00,MIDDAY (10:30-15:00),SELL,620.87,621.0,0.13,0.09,2.01,70,REVERSAL,0.54,0.27,620.8,1,1,1,False
QQQ,2025-12-29 11:46:00,MIDDAY (10:30-15:00),BUY,621.7,621.55,0.15,0.1,5.91,100,STOP_OUT,0.07,-1.0,621.71,0,0,0,True
QQQ,2025-12-29 12:00:00,MIDDAY (10:30-15:00),SELL,621.47,621.62,0.15,0.1,8.87,95,STOP_OUT,0.0,-1.0,621.47,0,0,0,True
QQQ,2025-12-29 12:20:00,MIDDAY (10:30-15:00),BUY,621.63,621.5,0.13,0.09,2.14,77,REVERSAL,0.69,0.35,621.72,1,1,1,False
QQQ,2025-12-29 12:22:00,MIDDAY (10:30-15:00),BUY,621.72,621.59,0.13,0.09,3.4,100,REVERSAL,0.54,0.27,621.79,1,1,1,False
QQQ,2025-12-29 12:33:00,MIDDAY (10:30-15:00),SELL,621.49,621.65,0.16,0.11,6.62,95,REVERSAL,1.19,0.59,621.3,2,2,2,False
QQQ,2025-12-29 13:00:00,MIDDAY (10:30-15:00),BUY,622.19,621.72,0.47,0.31,127.97,90,STOP_OUT,0.0,-1.0,622.19,0,0,0,True
QQQ,2025-12-29 13:33:00,MIDDAY (10:30-15:00),SELL,620.82,621.31,0.49,0.33,3.05,95,STOP_OUT,0.22,-1.0,620.71,5,5,5,True
QQQ,2025-12-29 13:48:00,MIDDAY (10:30-15:00),SELL,619.83,620.45,0.62,0.41,4.28,100,REVERSAL,0.73,0.36,619.38,0,0,0,False
QQQ,2025-12-29 13:50:00,MIDDAY (10:30-15:00),SELL,619.14,619.82,0.68,0.46,2.48,77,STOP_OUT,0.19,-1.0,619.01,0,0,0,True
QQQ,2025-12-29 14:29:00,MIDDAY (10:30-15:00),BUY,620.13,619.79,0.34,0.23,2.54,100,STOP_OUT,0.0,-1.0,620.13,0,0,0,True
QQQ,2025-12-29 14:32:00,MIDDAY (10:30-15:00),BUY,620.14,619.62,0.52,0.35,2.57,100,REVERSAL,0.54,0.27,620.42,0,0,0,False
QQQ,2025-12-29 14:36:00,MIDDAY (10:30-15:00),BUY,622.27,621.54,0.73,0.48,2.9,90,REVERSAL,0.7,0.35,622.78,0,0,0,False
QQQ,2025-12-29 14:37:00,MIDDAY (10:30-15:00),BUY,622.4,621.63,0.77,0.51,2.08,70,STOP_OUT,0.36,-1.0,622.68,0,0,0,True
QQQ,2025-12-29 15:51:00,CLOSE (15:00-16:00),SELL,619.38,619.84,0.46,0.31,2.03,80,STOP_OUT,0.02,-1.0,619.37,0,0,0,True
QQQ,2025-12-30 10:40:00,MIDDAY (10:30-15:00),SELL,620.79,620.89,0.1,0.07,4.76,93,STOP_OUT,0.0,-1.0,620.79,0,0,0,True
QQQ,2025-12-30 10:51:00,MIDDAY (10:30-15:00),SELL,620.62,620.73,0.11,0.08,8.79,100,STOP_OUT,0.0,-1.0,620.62,0,0,0,True
QQQ,2025-12-30 11:45:00,MIDDAY (10:30-15:00),BUY,620.44,620.38,0.06,0.04,3.11,100,REVERSAL,1.83,0.92,620.55,0,0,0,False
QQQ,2025-12-30 11:47:00,MIDDAY (10:30-15:00),BUY,620.75,620.65,0.1,0.07,3.47,100,REVERSAL,1.1,0.55,620.86,1,1,1,False
QQQ,2025-12-30 11:52:00,MIDDAY (10:30-15:00),BUY,620.88,620.77,0.11,0.07,2.44,80,STOP_OUT,0.18,-1.0,620.9,0,0,0,True
QQQ,2025-12-30 12:17:00,MIDDAY (10:30-15:00),BUY,621.06,620.98,0.08,0.06,5.08,100,STOP_OUT,0.0,-1.0,621.06,0,0,0,True
QQQ,2025-12-30 12:34:00,MIDDAY (10:30-15:00),SELL,620.5,620.62,0.12,0.08,2.24,80,REVERSAL,1.42,0.71,620.33,0,0,0,False
QQQ,2025-12-30 13:30:00,MIDDAY (10:30-15:00),SELL,620.72,620.89,0.17,0.11,2.72,85,REVERSAL,1.82,0.91,620.41,0,0,0,False
QQQ,2025-12-30 13:31:00,MIDDAY (10:30-15:00),SELL,620.44,620.63,0.19,0.12,6.25,100,REVERSAL,0.63,0.32,620.32,0,0,0,False
QQQ,2025-12-30 14:10:00,MIDDAY (10:30-15:00),BUY,620.28,620.11,0.17,0.11,2.81,100,REVERSAL,1.06,0.53,620.46,0,0,0,False
QQQ,2025-12-30 14:30:00,MIDDAY (10:30-15:00),BUY,620.43,620.14,0.29,0.2,86.25,100,REVERSAL,0.76,0.38,620.65,0,0,0,False
QQQ,2025-12-30 15:48:00,CLOSE (15:00-16:00),BUY,619.94,619.67,0.27,0.18,2.22,90,REVERSAL,1.26,0.63,620.28,0,0,0,False
QQQ,2025-12-30 15:51:00,CLOSE (15:00-16:00),BUY,620.6,620.28,0.31,0.21,2.02,100,REVERSAL,0.59,0.3,620.79,0,0,0,False
QQQ,2025-12-31 09:44:00,OPEN (9:30-9:45),BUY,617.13,617.05,0.08,0.05,3.79,100,REVERSAL,1.5,0.75,617.25,1,1,1,False
QQQ,2025-12-31 09:46:00,MORNING (9:45-10:30),BUY,617.22,617.13,0.09,0.06,4.93,100,STOP_OUT,0.0,-1.0,617.22,0,0,0,True
QQQ,2025-12-31 10:04:00,MORNING (9:45-10:30),BUY,616.97,616.87,0.1,0.06,7.07,100,REVERSAL,1.4,0.7,617.11,1,1,1,False
QQQ,2025-12-31 10:29:00,MORNING (9:45-10:30),BUY,617.4,617.3,0.1,0.07,10.46,100,REVERSAL,1.6,0.8,617.56,0,0,0,False
QQQ,2025-12-31 10:46:00,MIDDAY (10:30-15:00),BUY,617.3,617.22,0.08,0.05,4.87,100,STOP_OUT,0.0,-1.0,617.3,0,0,0,True
QQQ,2025-12-31 10:53:00,MIDDAY (10:30-15:00),BUY,617.33,617.26,0.07,0.04,10.25,100,REVERSAL,0.71,0.36,617.38,1,1,1,False
QQQ,2025-12-31 11:02:00,MIDDAY (10:30-15:00),BUY,617.52,617.46,0.06,0.04,3.35,100,REVERSAL,1.67,0.83,617.62,0,0,0,False
QQQ,2025-12-31 11:30:00,MIDDAY (10:30-15:00),BUY,617.7,617.6,0.1,0.07,5.04,100,REVERSAL,0.7,0.35,617.77,2,2,2,False
QQQ,2025-12-31 11:33:00,MIDDAY (10:30-15:00),BUY,617.75,617.67,0.08,0.05,2.79,100,REVERSAL,0.62,0.31,617.8,0,0,0,False
QQQ,2025-12-31 11:58:00,MIDDAY (10:30-15:00),BUY,617.99,617.92,0.07,0.05,2.65,100,REVERSAL,0.86,0.43,618.05,0,0,0,False
QQQ,2025-12-31 12:00:00,MIDDAY (10:30-15:00),BUY,618.13,618.04,0.09,0.06,3.71,100,STOP_OUT,0.0,-1.0,618.13,0,0,0,True
QQQ,2025-12-31 12:07:00,MIDDAY (10:30-15:00),BUY,618.0,617.86,0.14,0.09,2.73,100,REVERSAL,3.86,1.93,618.54,27,27,36,False
QQQ,2025-12-31 12:16:00,MIDDAY (10:30-15:00),BUY,618.03,617.93,0.1,0.07,2.92,100,REVERSAL,1.8,0.9,618.21,1,1,1,False
QQQ,2025-12-31 12:20:00,MIDDAY (10:30-15:00),BUY,618.36,618.24,0.12,0.08,3.73,100,REVERSAL,0.75,0.38,618.45,1,1,1,False
QQQ,2025-12-31 12:24:00,MIDDAY (10:30-15:00),BUY,618.39,618.25,0.14,0.09,2.23,100,REVERSAL,0.79,0.39,618.5,6,6,6,False
QQQ,2025-12-31 12:30:00,MIDDAY (10:30-15:00),BUY,618.39,618.25,0.13,0.09,10.87,100,REVERSAL,0.79,0.39,618.5,0,0,0,False
QQQ,2025-12-31 12:33:00,MIDDAY (10:30-15:00),BUY,618.41,618.27,0.14,0.09,3.81,100,REVERSAL,0.93,0.46,618.54,1,1,1,False
QQQ,2025-12-31 12:35:00,MIDDAY (10:30-15:00),BUY,618.48,618.35,0.13,0.09,3.65,100,STOP_OUT,0.08,-1.0,618.49,0,0,0,True
QQQ,2025-12-31 13:00:00,MIDDAY (10:30-15:00),BUY,618.53,618.16,0.37,0.25,237.76,100,STOP_OUT,0.0,-1.0,618.53,0,0,0,True
QQQ,2025-12-31 13:16:00,MIDDAY (10:30-15:00),BUY,618.66,618.33,0.33,0.22,2.9,100,REVERSAL,0.55,0.27,618.84,5,5,5,False
QQQ,2025-12-31 13:22:00,MIDDAY (10:30-15:00),BUY,618.81,618.57,0.24,0.16,3.41,100,REVERSAL,0.67,0.33,618.97,5,5,5,False
QQQ,2025-12-31 13:36:00,MIDDAY (10:30-15:00),BUY,619.09,618.89,0.2,0.13,2.09,100,REVERSAL,0.75,0.38,619.24,2,2,2,False
QQQ,2025-12-31 13:40:00,MIDDAY (10:30-15:00),BUY,619.39,619.17,0.22,0.15,2.46,97,REVERSAL,0.77,0.38,619.56,2,2,2,False
QQQ,2025-12-31 13:43:00,MIDDAY (10:30-15:00),BUY,619.53,619.31,0.22,0.15,2.03,100,REVERSAL,0.68,0.34,619.68,2,2,2,False
QQQ,2025-12-31 13:49:00,MIDDAY (10:30-15:00),BUY,619.72,619.51,0.21,0.14,5.31,100,REVERSAL,2.1,1.05,620.16,0,0,0,False
QQQ,2025-12-31 13:50:00,MIDDAY (10:30-15:00),BUY,620.11,619.88,0.23,0.16,4.87,100,REVERSAL,1.57,0.78,620.47,1,1,1,False
QQQ,2025-12-31 13:52:00,MIDDAY (10:30-15:00),BUY,620.39,620.12,0.27,0.18,2.4,100,STOP_OUT,0.41,-1.0,620.5,0,0,0,True
QQQ,2025-12-31 14:01:00,MIDDAY (10:30-15:00),BUY,620.52,620.21,0.31,0.21,2.3,100,STOP_OUT,0.09,-1.0,620.55,0,0,0,True
QQQ,2025-12-31 15:44:00,CLOSE (15:00-16:00),BUY,617.51,617.19,0.32,0.21,2.75,100,STOP_OUT,0.06,-1.0,617.53,0,0,0,True
QQQ,2026-01-02 10:43:00,MIDDAY (10:30-15:00),BUY,620.98,620.88,0.1,0.07,4.12,100,REVERSAL,1.2,0.6,621.1,1,1,1,False
QQQ,2026-01-02 10:48:00,MIDDAY (10:30-15:00),BUY,621.28,621.17,0.11,0.08,2.49,80,STOP_OUT,0.09,-1.0,621.29,1,1,1,True
QQQ,2026-01-02 11:16:00,MIDDAY (10:30-15:00),SELL,621.16,621.28,0.12,0.08,2.21,80,REVERSAL,1.0,0.5,621.04,1,1,1,False
QQQ,2026-01-02 11:43:00,MIDDAY (10:30-15:00),BUY,621.11,621.0,0.11,0.07,3.22,93,STOP_OUT,0.09,-1.0,621.12,2,2,2,True
QQQ,2026-01-02 12:02:00,MIDDAY (10:30-15:00),SELL,620.45,620.61,0.16,0.1,4.49,100,REVERSAL,0.5,0.25,620.37,1,1,1,False
QQQ,2026-01-02 12:30:00,MIDDAY (10:30-15:00),BUY,620.42,620.28,0.14,0.09,3.83,100,REVERSAL,0.5,0.25,620.49,0,0,0,False
QQQ,2026-01-02 12:43:00,MIDDAY (10:30-15:00),BUY,620.47,620.31,0.16,0.1,3.29,100,STOP_OUT,0.31,-1.0,620.52,1,1,1,True
QQQ,2026-01-02 12:54:00,MIDDAY (10:30-15:00),BUY,620.38,620.24,0.14,0.09,8.87,100,REVERSAL,0.65,0.33,620.47,1,1,1,False
QQQ,2026-01-02 12:55:00,MIDDAY (10:30-15:00),BUY,620.43,620.29,0.14,0.09,2.71,100,STOP_OUT,0.43,-1.0,620.49,2,2,2,True
QQQ,2026-01-02 14:21:00,MIDDAY (10:30-15:00),BUY,619.68,619.47,0.21,0.14,2.42,97,REVERSAL,1.14,0.57,619.92,2,2,2,False
QQQ,2026-01-02 14:30:00,MIDDAY (10:30-15:00),BUY,620.89,620.5,0.39,0.26,94.39,100,REVERSAL,0.74,0.37,621.18,0,0,0,False
QQQ,2026-01-05 09:44:00,OPEN (9:30-9:45),BUY,616.32,616.13,0.19,0.12,2.3,90,STOP_OUT,0.47,-1.0,616.41,2,2,2,True
QQQ,2026-01-05 10:08:00,MORNING (9:45-10:30),BUY,616.65,616.47,0.18,0.12,2.61,100,REVERSAL,1.83,0.92,616.98,4,4,4,False
QQQ,2026-01-05 10:32:00,MIDDAY (10:30-15:00),BUY,616.91,616.77,0.14,0.09,3.33,100,REVERSAL,0.64,0.32,617.0,1,1,1,False
QQQ,2026-01-05 10:46:00,MIDDAY (10:30-15:00),BUY,617.13,616.98,0.15,0.1,3.26,100,REVERSAL,0.87,0.43,617.26,1,1,1,False
QQQ,2026-01-05 11:07:00,MIDDAY (10:30-15:00),BUY,617.38,617.26,0.12,0.08,3.74,100,STOP_OUT,0.0,-1.0,617.38,0,0,0,True
QQQ,2026-01-05 11:52:00,MIDDAY (10:30-15:00),BUY,617.72,617.59,0.13,0.08,9.81,100,STOP_OUT,0.0,-1.0,617.72,0,0,0,True
